,onset,offset,story,word,lemma,PoS_tag_full
4455,319.69,320.0,piemanpni,months,months,NNS
4456,320.66,321.03000000000003,piemanpni,or,or,CC
4457,321.75,322.01,piemanpni,she,she,PRP
4458,322.029999,322.05999899999995,piemanpni,had,have,VBD
4459,322.059999,322.319999,piemanpni,been,be,VBN
4460,323.059999,323.549999,piemanpni,i,I,PRP
4461,323.67,323.95,piemanpni,i,I,PRP
4462,323.949999,324.319999,piemanpni,actually,actually,RB
4463,324.32,324.42,piemanpni,had,have,VBD
4464,324.42,324.57,piemanpni,been,be,VBN
4465,324.59,324.95,piemanpni,flirting,flirt,VBG
4466,324.95,325.12,piemanpni,with,with,IN
4467,325.12,325.48,piemanpni,her,her,PRP$
4468,325.98,326.19,piemanpni,and,and,CC
4469,326.19,326.33,piemanpni,with,with,IN
4470,326.33,326.55,piemanpni,such,such,JJ
4471,326.56,327.33,piemanpni,nuance,nuance,NN
4472,327.82,328.13,piemanpni,that,that,IN
4473,328.15,328.29999999999995,piemanpni,there,there,RB
4474,328.3,328.40000000000003,piemanpni,was,be,VBD
4475,328.4,328.47,piemanpni,a,a,DT
4476,328.47,328.81,piemanpni,question,question,NN
4477,328.82,329.05,piemanpni,about,about,IN
4478,329.05,329.3,piemanpni,whether,whether,IN
4479,329.3,329.54,piemanpni,she,she,PRP
4480,329.54,329.89000000000004,piemanpni,even,even,RB
4481,329.89,330.16,piemanpni,knew,know,NNS
4482,330.16,330.28000000000003,piemanpni,i,I,PRP
4483,330.28,330.89,piemanpni,existed,exist,VBN
4484,331.71,331.86,piemanpni,so,so,RB
4485,331.86,331.95,piemanpni,i,I,PRP
4486,331.95,332.24,piemanpni,saw,saw,NN
4487,332.26,332.42,piemanpni,her,her,PRP$
4488,332.42,332.75,piemanpni,there,there,RB
4489,332.75,332.89,piemanpni,and,and,CC
4490,332.9,333.11,piemanpni,made,make,VBN
4491,333.11,333.18,piemanpni,a,a,DT
4492,333.23,333.54,piemanpni,mental,mental,NN
4493,333.55,333.78000000000003,piemanpni,note,note,NN
4494,333.809999,333.939999,piemanpni,to,to,TO
4495,333.94,334.15,piemanpni,do,do,VB
4496,334.15,334.48999999999995,piemanpni,nothing,nothing,NN
4497,334.5,334.83,piemanpni,about,about,IN
4498,334.83,334.97,piemanpni,it,it,PRP
4499,335.59,335.76,piemanpni,and,and,CC
4500,335.759999,335.879999,piemanpni,then,then,RB
4501,335.88,335.94,piemanpni,i,I,PRP
4502,335.94,336.14,piemanpni,went,go,VBD
4503,336.139999,336.219999,piemanpni,to,to,TO
4504,336.219999,336.339999,piemanpni,the,the,DT
4505,336.34,336.88,piemanpni,bar,bar,NN
4506,336.94,337.11,piemanpni,and,and,CC
4507,337.12,337.46,piemanpni,ordered,order,VBN
4508,337.46,337.53,piemanpni,a,a,DT
4509,337.53,337.84,piemanpni,drink,drink,NN
4510,338.15,338.29,piemanpni,and,and,CC
4511,338.29,338.46000000000004,piemanpni,i,I,PRP
4512,338.509999,338.789999,piemanpni,felt,felt,NN
4513,338.79,339.07,piemanpni,a,a,DT
4514,339.42,339.53000000000003,piemanpni,a,a,DT
4515,339.53,339.92999999999995,piemanpni,tap,tap,NN
4516,339.929999,340.039999,piemanpni,on,on,IN
4517,340.039999,340.179999,piemanpni,my,my,PRP$
4518,340.18,340.92,piemanpni,shoulder,shoulder,NN
4519,341.26,341.45,piemanpni,i,I,PRP
4520,341.449999,341.739999,piemanpni,turned,turn,VBD
4521,341.74,342.15000000000003,piemanpni,around,around,IN
4522,342.9,343.04999999999995,piemanpni,and,and,CC
4523,343.05,343.13,piemanpni,it,it,PRP
4524,343.13,343.31,piemanpni,was,be,VBD
4525,343.35,343.68,piemanpni,her,her,PRP$
4526,343.69,343.72,piemanpni,it,it,PRP
4527,344.22,344.41,piemanpni,was,be,VBD
4528,344.41,344.69,piemanpni,angela,,
4529,345.73,345.83000000000004,piemanpni,and,and,CC
4530,345.83,345.98,piemanpni,she,she,PRP
4531,345.99,346.23,piemanpni,said,say,VBD
4532,346.29,346.57,piemanpni,jim,Jim,NNP
4533,346.73,346.92,piemanpni,we,we,PRP
4534,346.92,347.05,piemanpni,were,be,VBD
4535,347.05,347.25,piemanpni,just,just,RB
4536,347.3,347.66,piemanpni,talking,talk,VBG
4537,347.66,347.92,piemanpni,about,about,IN
4538,347.92,348.06,piemanpni,how,how,WRB
4539,348.06,348.47,piemanpni,you,you,PRP
4540,348.64,349.4,piemanpni,always,always,RB
4541,349.45,349.75,piemanpni,seem,seem,NN
4542,349.78,349.92,piemanpni,to,to,TO
4543,349.92,350.42,piemanpni,know,know,VB
4544,350.74,351.38,piemanpni,when,when,WRB
4545,351.66,351.94,piemanpni,and,and,CC
4546,351.94,352.54,piemanpni,where,where,WRB
4547,352.98,353.21000000000004,piemanpni,pie,pie,NN
4548,353.259999,353.539999,piemanpni,man,man,NN
4549,353.54,353.71000000000004,piemanpni,will,will,MD
4550,353.74,353.94,piemanpni,hit,hit,NN
4551,354.37,354.55,piemanpni,so,so,RB
4552,354.55,354.71000000000004,piemanpni,we,we,PRP
4553,354.71,354.88,piemanpni,were,be,VBD
4554,354.88,355.48,piemanpni,wondering,wonder,VBG
4555,356.589999,356.769999,piemanpni,are,be,VBP
4556,356.77,357.2,piemanpni,you,you,PRP
4557,358.209999,358.549999,piemanpni,pie,pie,NN
4558,358.609999,358.919999,piemanpni,man,man,NN
4559,361.26,361.43,piemanpni,and,and,CC
4560,361.43,361.51,piemanpni,i,I,PRP
4561,361.62,362.0,piemanpni,knew,know,NNS
4562,362.03,362.2,piemanpni,i,I,PRP
4563,362.26,362.65,piemanpni,knew,know,NNS
4564,362.69,362.85,piemanpni,by,by,IN
4565,362.87,362.97,piemanpni,the,the,DT
4566,362.97,363.17,piemanpni,way,way,NN
4567,363.17,363.4,piemanpni,she,she,PRP
4568,363.42,363.76,piemanpni,asked,ask,VBN
4569,363.76,363.89,piemanpni,me,me,PRP
4570,364.14,364.26,piemanpni,that,that,IN
4571,364.26,364.41,piemanpni,if,if,IN
4572,364.41,364.56,piemanpni,i,I,PRP
4573,364.58,364.77,piemanpni,said,say,VBD
4574,364.77,365.02,piemanpni,yes,yes,NNS
4575,365.69,365.96,piemanpni,she,she,PRP
4576,365.96,366.1,piemanpni,would,would,MD
4577,366.1,366.31,piemanpni,have,have,VB
4578,366.33,366.64,piemanpni,sex,sex,NN
4579,366.64,366.7,piemanpni,with,with,IN
4580,366.88,366.9,piemanpni,me,me,PRP
4581,368.51,368.82,piemanpni,and,and,CC
4582,369.14,369.42,piemanpni,wasn’t,wasn't,NN
4583,369.61,369.94,piemanpni,i,I,PRP
4584,369.95,370.52,piemanpni,really,really,RB
4585,370.65,370.99,piemanpni,pie,pie,NN
4586,371.01,371.44,piemanpni,man,man,NN
4587,372.469999,372.719999,piemanpni,hadn’t,hadn't,NN
4588,372.79,372.99,piemanpni,i,I,PRP
4589,373.02,373.48,piemanpni,brought,bring,NN
4590,373.509999,373.849999,piemanpni,him,him,PRP
4591,373.96,374.25,piemanpni,into,into,IN
4592,374.25,374.9,piemanpni,existence,existence,NN
4593,375.059999,375.289999,piemanpni,didn’t,didn't,NN
4594,375.299999,375.479999,piemanpni,she,she,PRP
4595,375.48,375.74,piemanpni,only,only,RB
4596,375.75,376.02,piemanpni,know,know,VB
4597,376.02,376.32,piemanpni,about,about,IN
4598,376.35,376.5100000000001,piemanpni,him,him,PRP
4599,376.539999,376.839999,piemanpni,because,because,IN
4600,376.84,376.97,piemanpni,of,of,IN
4601,376.969999,377.369999,piemanpni,me,me,PRP
4602,378.699999,378.979999,piemanpni,but,but,CC
4603,379.9,380.59,piemanpni,actually,actually,RB
4604,380.95,381.4,piemanpni,angela,,
4605,381.41,381.56,piemanpni,had,have,VBD
4606,381.56,381.86,piemanpni,asked,ask,VBN
4607,381.86,381.93,piemanpni,me,me,PRP
4608,382.27,382.37,piemanpni,a,a,DT
4609,382.37,383.05,piemanpni,straightforward,straightforward,NN
4610,383.05,383.53,piemanpni,question,question,NN
4611,383.69,383.83,piemanpni,that,that,IN
4612,383.83,384.05,piemanpni,came,come,VBD
4613,384.05,384.17,piemanpni,with,with,IN
4614,384.17,384.23,piemanpni,a,a,DT
4615,384.23,384.82,piemanpni,straightforward,straightforward,NN
4616,384.82,385.22,piemanpni,answer,answer,NN
4617,385.5,385.68,piemanpni,i,I,PRP
4618,385.68,385.85,piemanpni,was,be,VBD
4619,385.85,386.09,piemanpni,not,not,RB
4620,386.099999,386.309999,piemanpni,pie,pie,NN
4621,386.36,386.61,piemanpni,man,man,NN
4622,386.84,386.97,piemanpni,as,as,IN
4623,386.97,387.2000000000001,piemanpni,far,far,RB
4624,387.2,387.34,piemanpni,as,as,IN
4625,387.34,387.41,piemanpni,i,I,PRP
4626,387.41,387.75,piemanpni,knew,know,NNS
4627,387.79,387.94,piemanpni,i,I,PRP
4628,387.94,388.07,piemanpni,had,have,VBD
4629,388.07,388.29,piemanpni,never,never,RB
4630,388.29,388.52,piemanpni,met,meet,NN
4631,388.52,388.63,piemanpni,the,the,DT
4632,388.63,389.03,piemanpni,guy,guy,NN
4633,389.17,389.33,piemanpni,out,out,IN
4634,389.33,389.46,piemanpni,of,of,IN
4635,389.49,390.03,piemanpni,costume,costume,NN
4636,391.599999,392.059999,piemanpni,so,so,RB
4637,392.309999,392.519999,piemanpni,i,I,PRP
4638,392.53,392.94,piemanpni,said,say,VBD
4639,394.559999,394.919999,piemanpni,yes,yes,NNS
4640,395.18,395.84,piemanpni,angela,,
4641,396.59,396.86,piemanpni,i,I,PRP
4642,396.86,397.19,piemanpni,am,be,VBP
4643,397.58,397.83,piemanpni,pie,pie,NN
4644,398.0,398.07,piemanpni,man,man,NN
4645,399.56,399.62,piemanpni,and,and,CC
4646,399.62,399.81,piemanpni,she,she,PRP
4647,399.81,400.0,piemanpni,looked,look,VBD
4648,400.0,400.08,piemanpni,at,at,IN
4649,400.12,400.33,piemanpni,me,me,PRP
4650,400.36,400.52,piemanpni,she,she,PRP
4651,400.52,400.76,piemanpni,said,say,VBD
4652,400.81,401.21,piemanpni,oh,oh,NN
4653,401.43,401.86,piemanpni,good,good,JJ
4654,402.92,403.0,piemanpni,i,I,PRP
4655,403.0,403.13,piemanpni,was,be,VBD
4656,403.13,403.42,piemanpni,hoping,hop,VBG
4657,403.42,403.62,piemanpni,you’d,you'd,NN
4658,403.63,403.85,piemanpni,say,say,VB
4659,403.85,404.17,piemanpni,that,that,IN
4660,405.52,405.64,piemanpni,now,now,RB
4661,405.639999,405.949999,piemanpni,buy,buy,VB
4662,405.95,406.08,piemanpni,me,me,PRP
4663,406.08,406.14,piemanpni,a,a,DT
4664,406.139999,406.599999,piemanpni,beer,beer,NN
4665,407.2,407.36,piemanpni,and,and,CC
4666,407.41,407.61,piemanpni,tell,tell,NN
4667,407.61,407.77,piemanpni,me,me,PRP
4668,407.77,408.0,piemanpni,all,all,DT
4669,408.0,408.38,piemanpni,about,about,IN
4670,408.39,408.41,piemanpni,it,it,PRP
4671,15.19,15.41,bronx,when,when,WRB
4672,15.41,15.46,bronx,i,I,PRP
4673,15.46,15.66,bronx,get,get,VB
4674,15.66,15.76,bronx,the,the,DT
4675,15.83,16.23,bronx,baton,baton,NN
4676,16.26,16.28,bronx,to,to,TO
4677,16.289999,16.479999000000003,bronx,run,run,VB
4678,16.48,16.61,bronx,the,the,DT
4679,16.609999,16.999999,bronx,anchor,anchor,NN
4680,17.0,17.26,bronx,leg,leg,NN
4681,17.379999,17.489999,bronx,of,of,IN
4682,17.49,17.58,bronx,the,the,DT
4683,17.629999,18.059999,bronx,distance,distance,NN
4684,18.09,18.43,bronx,medley,medley,NN
4685,18.440001,18.840001,bronx,relay,relay,NN
4686,18.87,19.05,bronx,that’s,that's,NN
4687,19.07,19.15,bronx,a,a,DT
4688,19.15,19.46,bronx,race,race,NN
4689,19.46,19.59,bronx,you,you,PRP
4690,19.6,19.82,bronx,run,run,VB
4691,19.82,20.05,bronx,on,on,IN
4692,20.07,20.08,bronx,a,a,DT
4693,20.11,20.65,bronx,track,track,NN
4694,20.81,21.03,bronx,i’m,,
4695,21.13,21.63,bronx,five,five,CD
4696,21.84,22.36,bronx,yards,yards,NNS
4697,22.42,22.85,bronx,behind,behind,IN
4698,22.86,23.27,bronx,vince,Vince,NN
4699,23.34,23.56,bronx,mutarelli,,
4700,25.08,25.39,bronx,this,this,DT
4701,25.39,25.89,bronx,race,race,NN
4702,26.46,26.71,bronx,is,be,VBZ
4703,26.77,27.16,bronx,over,over,IN
4704,27.380000000000003,27.53,bronx,you,you,PRP
4705,27.53,27.68,bronx,could,could,MD
4706,27.69,27.86,bronx,have,have,VB
4707,27.86,27.97,bronx,a,a,DT
4708,27.99,28.51,bronx,hundred,hundred,VBN
4709,28.51,28.84,bronx,yard,yard,NN
4710,28.87,29.19,bronx,lead,lead,NN
4711,29.23,29.44,bronx,on,on,IN
4712,29.44,29.72,bronx,vince,Vince,NN
4713,29.719999,30.289999,bronx,mutarelli,,
4714,30.469999,30.639999000000003,bronx,and,and,CC
4715,30.639999,30.799999,bronx,over,over,IN
4716,30.799999,30.889999,bronx,the,the,DT
4717,30.889999,31.129999,bronx,course,course,NN
4718,31.130000000000003,31.290000000000003,bronx,of,of,IN
4719,31.29,31.34,bronx,a,a,DT
4720,31.34,31.76,bronx,mile,mile,NN
4721,31.969999,32.129999,bronx,he,he,PRP
4722,32.13,32.31,bronx,would,would,MD
4723,32.32,32.68,bronx,reel,reel,NN
4724,32.679999,32.899999,bronx,you,you,PRP
4725,32.9,33.11,bronx,in,in,IN
4726,33.38,33.510000000000005,bronx,he,he,PRP
4727,33.509999,33.689999,bronx,would,would,MD
4728,33.759999,34.149999,bronx,pass,pass,NN
4729,34.199999,34.439999,bronx,you,you,PRP
4730,,,bronx,and,and,CC
4731,34.869999,35.049999,bronx,he,he,PRP
4732,35.049999,35.309999,bronx,would,would,MD
4733,35.32,35.69,bronx,win,win,NN
4734,36.15,36.46,bronx,he,he,PRP
4735,36.459999,36.639999,bronx,is,be,VBZ
4736,36.67,36.870000000000005,bronx,the,the,DT
4737,36.95,37.32,bronx,best,best,JJS
4738,37.79,38.05,bronx,high,high,JJ
4739,38.05,38.47,bronx,school,school,NN
4740,38.48,38.75,bronx,middle,middle,NN
4741,38.75,39.17,bronx,distance,distance,NN
4742,39.2,39.620000000000005,bronx,runner,runner,NN
4743,39.82,39.96,bronx,in,in,IN
4744,39.96,40.03,bronx,the,the,DT
4745,40.03,40.55,bronx,northeast,northeast,NN
4746,40.55,40.93,bronx,united,unite,JJ
4747,40.93,41.26,bronx,states,state,NNS
4748,41.9,42.15,bronx,his,his,PRP$
4749,42.15,42.83,bronx,nickname,nickname,NN
4750,43.31,43.46,bronx,is,be,VBZ
4751,43.51,43.76,bronx,la,la,NN
4752,43.76,44.24,bronx,machine,machine,NN
4753,45.28,45.57,bronx,because,because,IN
4754,45.57,45.67,bronx,he,he,PRP
4755,45.67,45.92,bronx,runs,run,NNS
4756,45.92,46.04,bronx,like,like,IN
4757,46.04,46.12,bronx,a,a,DT
4758,46.13,46.67,bronx,cyborg,cyborg,NN
4759,46.67,46.77,bronx,and,and,CC
4760,46.77,46.92999999999999,bronx,he,he,PRP
4761,46.94,47.29,bronx,never,never,RB
4762,47.29,47.59,bronx,gets,get,VBZ
4763,47.59,48.18000000000001,bronx,tired,tire,VBN
4764,48.91,49.54,bronx,everyone,everyone,NN
4765,49.549999,49.729999,bronx,there’s,there's,NN
4766,49.73,49.98,bronx,about,about,IN
4767,50.02,50.4,bronx,300,,
4768,50.4,50.65,bronx,people,people,NNS
4769,50.65,50.7,bronx,in,in,IN
4770,50.7,50.720000000000006,bronx,the,the,DT
4771,,,bronx,stands,stand,NNS
4772,,,bronx,around,around,IN
4773,51.42,51.510000000000005,bronx,the,the,DT
4774,51.509999,51.769999,bronx,track,track,NN
4775,51.77,51.92999999999999,bronx,that,that,IN
4776,51.929999,52.139999,bronx,day,day,NN
4777,52.16,52.63,bronx,everyone,everyone,NN
4778,52.629999,53.039999,bronx,knows,know,NNS
4779,53.66,54.03,bronx,that,that,IN
4780,55.29,55.52,bronx,he,he,PRP
4781,55.52,55.720000000000006,bronx,has,have,VBZ
4782,55.73,55.99,bronx,no,no,DT
4783,55.99,56.580000000000005,bronx,chance,chance,NN
4784,56.79,56.96,bronx,of,of,IN
4785,56.97,57.23,bronx,being,be,VBG
4786,57.27,57.48,bronx,beaten,beat,NN
4787,58.54,58.98,bronx,except,except,IN
4788,59.02,59.45,bronx,one,one,CD
4789,59.45,59.99,bronx,guy,guy,NN
4790,60.43,60.71,bronx,one,one,CD
4791,60.71,60.9,bronx,guy,guy,NN
4792,60.92,61.14,bronx,thinks,think,NNS
4793,61.22,61.98,bronx,maybe,maybe,RB
4794,62.86,63.0,bronx,he,he,PRP
4795,63.0,63.25,bronx,can,can,MD
4796,63.25,63.39,bronx,be,be,VB
4797,63.389999,63.559999000000005,bronx,beaten,beat,NN
4798,64.0,64.2,bronx,and,and,CC
4799,64.2,64.41,bronx,that’s,that's,NN
4800,64.42,64.54,bronx,the,the,DT
4801,64.53999999999999,65.05999999999999,bronx,guy,guy,NN
4802,65.66,65.86,bronx,who,who,WP
4803,65.86,66.03,bronx,should,should,MD
4804,66.03,66.18,bronx,know,know,VB
4805,66.179999,66.569999,bronx,better,better,RBR
4806,67.19,67.36,bronx,it’s,it's,NN
4807,67.37,67.49000000000001,bronx,the,the,DT
4808,67.49,67.71,bronx,guy,guy,NN
4809,67.71000000000001,67.87,bronx,with,with,IN
4810,67.88,67.91,bronx,the,the,DT
4811,67.91,68.56,bronx,baton,baton,NN
4812,69.089999,69.31999900000001,bronx,who’s,who's,NN
4813,69.33,69.62,bronx,five,five,CD
4814,69.62,70.12,bronx,yards,yards,NNS
4815,70.42,70.71000000000001,bronx,behind,behind,IN
4816,70.709999,70.769999,bronx,him,him,PRP
4817,71.539999,72.189999,bronx,why,why,WRB
4818,74.06,74.14,bronx,why,why,WRB
4819,74.14,74.33,bronx,did,do,VBD
4820,74.33,74.45,bronx,i,I,PRP
4821,74.48,74.73,bronx,think,think,NN
4822,74.73,74.92,bronx,that,that,IN
4823,74.93,75.14,bronx,it’s,it's,NN
4824,75.15,75.54,bronx,weird,weird,NN
4825,75.55,75.89999999999999,bronx,because,because,IN
4826,75.93,76.11000000000001,bronx,i’m,,
4827,76.11,76.25,bronx,not,not,RB
4828,76.25,76.42,bronx,even,even,RB
4829,76.43,76.55000000000001,bronx,the,the,DT
4830,76.55,76.82,bronx,best,best,JJS
4831,76.82,77.19,bronx,runner,runner,NN
4832,77.19,77.48,bronx,on,on,IN
4833,77.49,77.67,bronx,my,my,PRP$
4834,77.67,77.82000000000001,bronx,high,high,JJ
4835,77.82,78.08,bronx,school,school,NN
4836,78.08,78.38,bronx,team,team,NN
4837,78.7,78.91,bronx,that’s,that's,NN
4838,78.91,78.97,bronx,a,a,DT
4839,78.97,79.23,bronx,guy,guy,NN
4840,79.23,79.46000000000001,bronx,named,name,VBN
4841,79.49,79.78,bronx,tom,Tom,NNP
4842,79.78,80.11,bronx,novak,,
4843,81.139999,81.379999,bronx,but,but,CC
4844,81.389999,81.56999900000001,bronx,he’s,he's,NN
4845,81.57,81.74,bronx,been,be,VBN
4846,81.75,82.29,bronx,injured,injure,JJ
4847,82.82,82.97999999999999,bronx,and,and,CC
4848,82.98,83.16000000000001,bronx,so,so,RB
4849,83.16,83.39999999999999,bronx,i’ve,,
4850,83.4,83.64,bronx,known,know,VBN
4851,83.66,83.78999999999999,bronx,for,for,IN
4852,83.78999999999999,84.05,bronx,about,about,IN
4853,84.05,84.11999999999999,bronx,a,a,DT
4854,84.12,84.68,bronx,month,month,NN
4855,84.74,84.94,bronx,that,that,IN
4856,84.95,85.15,bronx,i’ll,,
4857,85.15,85.29,bronx,be,be,VB
4858,85.28999999999999,85.66999999999999,bronx,running,run,VBG
4859,85.67,85.86,bronx,this,this,DT
4860,85.88,86.24,bronx,anchor,anchor,NN
4861,86.24,86.52,bronx,leg,leg,NN
4862,86.52,86.56,bronx,of,of,IN
4863,86.589999,86.689999,bronx,the,the,DT
4864,86.69,87.06,bronx,distance,distance,NN
4865,87.059999,87.20999900000001,bronx,medley,medley,NN
4866,87.7,88.02,bronx,medley,medley,NN
4867,88.029999,88.369999,bronx,relay,relay,NN
4868,88.369999,88.39999900000001,bronx,and,and,CC
4869,88.799999,88.999999,bronx,it,it,PRP
4870,89.0,89.27,bronx,has,have,VBZ
4871,89.27,89.74,bronx,changed,change,VBN
4872,89.74,89.75999999999999,bronx,me,me,PRP
4873,,,bronx,you,you,PRP
4874,90.209999,90.269999,bronx,know,know,VB
4875,90.27,90.79,bronx,normally,normally,RB
4876,91.209999,91.409999,bronx,i’m,,
4877,91.41,91.6,bronx,sort,sort,NN
4878,91.65,91.71,bronx,of,of,IN
4879,91.71,91.8,bronx,a,a,DT
4880,91.8,92.46,bronx,lazy,lazy,NN
4881,93.09,93.56,bronx,athlete,athlete,NN
4882,93.56,93.66,bronx,i,I,PRP
4883,93.7,93.88,bronx,just,just,RB
4884,93.88,94.26,bronx,coast,coast,NN
4885,94.26,94.52,bronx,along,along,IN
4886,94.52,94.63,bronx,on,on,IN
4887,94.71,94.95,bronx,my,my,PRP$
4888,94.99,95.74,bronx,genetic,genetic,JJ
4889,96.3,96.89,bronx,package,package,NN
4890,96.89,96.95,bronx,i’m,,
4891,97.05,97.11,bronx,a,a,DT
4892,97.11,97.41,bronx,skinny,skinny,NN
4893,97.41,97.65,bronx,guy,guy,NN
4894,97.65,97.83,bronx,with,with,IN
4895,97.86,98.1,bronx,big,big,JJ
4896,98.11,98.51,bronx,lungs,lungs,NNS
4897,98.62,98.72,bronx,and,and,CC
4898,98.76,99.17,bronx,so,so,RB
4899,99.26,99.38,bronx,you,you,PRP
4900,99.38,99.52,bronx,know,know,VB
4901,99.52,99.68,bronx,i,I,PRP
4902,99.719999,100.109999,bronx,skip,skip,NN
4903,100.11,100.8,bronx,workouts,workouts,NNS
4904,100.8,100.95,bronx,i,I,PRP
4905,101.02,101.3,bronx,don’t,don't,NN
4906,101.3,101.53,bronx,run,run,VB
4907,101.53,101.64,bronx,on,on,IN
4908,101.639999,101.749999,bronx,the,the,DT
4909,101.75,102.29,bronx,weekend,weekend,NN
4910,102.54,102.71,bronx,but,but,CC
4911,102.71,102.87,bronx,when,when,WRB
4912,102.87,103.12,bronx,i,I,PRP
4913,103.16,103.4,bronx,hear,hear,NN
4914,103.4,103.54,bronx,that,that,IN
4915,103.54,103.73,bronx,i’m,,
4916,103.73,104.05,bronx,running,run,VBG
4917,104.11,104.49,bronx,against,against,IN
4918,104.49,104.77,bronx,vince,Vince,NN
4919,104.77,105.05,bronx,mutarelli,,
4920,105.349999,105.479999,bronx,it,it,PRP
4921,105.77,106.01,bronx,turns,turn,NNS
4922,106.059999,106.229999,bronx,me,me,PRP
4923,106.23,106.38,bronx,into,into,IN
4924,106.48,106.72,bronx,like,like,IN
4925,107.379999,107.729999,bronx,sports,sport,NNS
4926,107.74,108.1,bronx,movie,movie,NN
4927,108.1,108.88,bronx,montage,montage,NN
4928,108.879999,109.069999,bronx,guy,guy,NN
4929,109.76,110.2,bronx,i,I,PRP
4930,110.25,110.57,bronx,am,be,VBP
4931,110.66,111.16,bronx,running,run,VBG
4932,111.22,111.5,bronx,all,all,DT
4933,111.52,111.63,bronx,the,the,DT
4934,111.84,112.23,bronx,time,time,NN
4935,112.31,112.8,bronx,everyday,everyday,NN
4936,112.8,112.82,bronx,of,of,IN
4937,112.84,112.94,bronx,the,the,DT
4938,112.94,113.17,bronx,week,week,NN
4939,113.18,113.35,bronx,and,and,CC
4940,113.35,113.43,bronx,i’m,,
4941,113.43,114.0,bronx,throwing,throw,VBG
4942,114.0,114.14,bronx,in,in,IN
4943,114.63,115.05,bronx,extra,extra,JJ
4944,115.05,115.51,bronx,workouts,workouts,NNS
4945,117.2,117.67,bronx,why,why,WRB
4946,118.53,118.84,bronx,why,why,WRB
4947,118.84,118.94,bronx,do,do,VB
4948,118.94,119.0,bronx,i,I,PRP
4949,119.05,119.22,bronx,do,do,VB
4950,119.219999,119.489999,bronx,that,that,IN
4951,120.639999,120.779999,bronx,it’s,it's,NN
4952,120.859999,121.109999,bronx,because,because,IN
4953,121.109999,121.149999,bronx,vince,Vince,NN
4954,121.32,122.33,bronx,mutarelli,,
4955,122.36,122.53,bronx,is,be,VBZ
4956,122.549999,122.959999,bronx,from,from,IN
4957,122.96,123.08,bronx,the,the,DT
4958,123.13,123.52,bronx,bronx,Bronx,NNP
4959,124.49,124.91,bronx,where,where,WRB
4960,124.93,125.1,bronx,my,my,PRP$
4961,125.1,125.59,bronx,parents,parent,NNS
4962,125.59,125.83,bronx,grew,grow,VBD
4963,125.83,126.04,bronx,up,up,RB
4964,126.1,126.29,bronx,and,and,CC
4965,126.29,126.64,bronx,where,where,WRB
4966,126.93,127.1,bronx,where,where,WRB
4967,127.1,127.21,bronx,the,the,DT
4968,127.87,127.91,bronx,badasses,,
4969,127.94,128.1,bronx,where,where,WRB
4970,128.1,128.21,bronx,the,the,DT
4971,128.21,128.52,bronx,tough,tough,JJ
4972,128.52,128.83,bronx,guys,guy,NNS
4973,128.87,129.1,bronx,live,live,JJ
4974,129.56,130.13,bronx,i,I,PRP
4975,130.41,130.57999999999998,bronx,am,be,VBP
4976,130.58,131.12,bronx,from,from,IN
4977,131.48,132.26999999999998,bronx,westchester,Westchester,NN
4978,132.27,132.64,bronx,county,county,NN
4979,133.74,133.94,bronx,where,where,WRB
4980,133.94,134.06,bronx,the,the,DT
4981,134.059999,134.439999,bronx,men,men,NNS
4982,134.44,134.69,bronx,wear,wear,NN
4983,134.809999,135.16999900000002,bronx,golf,golf,NN
4984,135.17,135.51999999999998,bronx,slacks,slack,NNS
4985,136.07,136.23,bronx,and,and,CC
4986,136.23,136.34,bronx,the,the,DT
4987,136.36,136.67000000000002,bronx,little,little,JJ
4988,136.719999,137.289999,bronx,dogs,dog,NNS
4989,137.389999,137.70999899999998,bronx,wear,wear,NN
4990,138.07,138.29,bronx,capes,cap,NNS
4991,139.58,139.83,bronx,i’m,,
4992,140.79,141.04,bronx,from,from,IN
4993,141.04,141.13,bronx,the,the,DT
4994,141.13,141.57,bronx,place,place,NN
4995,142.059999,142.249999,bronx,that,that,IN
4996,142.25,143.05,bronx,produces,produce,NNS
4997,143.279999,143.759999,bronx,wimps,,
4998,145.119999,145.289999,bronx,and,and,CC
4999,,,bronx,this,this,DT
5000,145.66,146.07999999999998,bronx,really,really,RB
5001,146.08,146.56,bronx,raises,raise,NNS
5002,146.56,146.66,bronx,the,the,DT
5003,146.66,147.11,bronx,question,question,NN
5004,147.11,147.20000000000002,bronx,of,of,IN
5005,147.3,147.66000000000005,bronx,what,what,WP
5006,148.02,148.46,bronx,we,we,PRP
5007,148.49,149.17000000000002,bronx,inherit,inherit,NN
5008,149.22,149.46,bronx,can,can,MD
5009,149.46,149.67000000000002,bronx,you,you,PRP
5010,149.67,149.88,bronx,have,have,VB
5011,149.88,149.95,bronx,a,a,DT
5012,149.95,150.44,bronx,trait,trait,NN
5013,150.98,151.13,bronx,that,that,IN
5014,151.13,151.24,bronx,you,you,PRP
5015,151.27,151.49,bronx,never,never,RB
5016,151.49,151.61,bronx,get,get,VB
5017,151.62,151.74,bronx,to,to,TO
5018,151.75,152.04,bronx,use,use,NN
5019,152.059999,152.379999,bronx,because,because,IN
5020,152.38,152.53,bronx,you,you,PRP
5021,152.559999,152.82999900000002,bronx,don’t,don't,NN
5022,152.849999,153.439999,bronx,encounter,encounter,NN
5023,153.44,153.57999999999998,bronx,an,an,DT
